Name,ActiveCases,Recovered,Death,Total cases,Date
Rajasthan,2796,3786,160,6742,5/24/2020
Sikkim,1,0,0,1,5/24/2020
Tamil Nadu,7918,7491,103,15512,5/24/2020
Telangana,699,1065,49,1813,5/24/2020
Tripura,36,153,0,189,5/24/2020
Uttar Pradesh,2456,3406,155,6017,5/24/2020
Uttarakhand,186,56,2,244,5/24/2020
West Bengal,1909,1281,269,3459,5/24/2020
Andaman and Nicobar Islands,0,33,0,33,5/25/2020
Andhra Pradesh,911,1856,56,2823,5/25/2020
Arunachal Pradesh,0,1,0,1,5/25/2020
Assam,319,55,4,378,5/25/2020
Bihar,1872,702,13,2587,5/25/2020
Chandigarh,49,186,3,238,5/25/2020
Chhattisgarh,185,67,0,252,5/25/2020
Dadar Nagar Haveli,2,0,0,2,5/25/2020
Delhi,6617,6540,261,13418,5/25/2020
Goa,47,19,0,66,5/25/2020
Gujarat,6786,6412,858,14056,5/25/2020
Haryana,403,765,16,1184,5/25/2020
Himachal Pradesh,137,63,3,203,5/25/2020
Jammu and Kashmir,791,809,21,1621,5/25/2020
Jharkhand,218,148,4,370,5/25/2020
Karnataka,1393,654,42,2089,5/25/2020
Kerala,322,521,4,847,5/25/2020
Ladakh,9,43,0,52,5/25/2020
Madhya Pradesh,2967,3408,290,6665,5/25/2020
Maharashtra,33996,14600,1635,50231,5/25/2020
Manipur,28,4,0,32,5/25/2020
Meghalaya,1,12,1,14,5/25/2020
Mizoram,0,1,0,1,5/25/2020
Odisha,779,550,7,1336,5/25/2020
Puducherry,29,12,0,41,5/25/2020
Punjab,122,1898,40,2060,5/25/2020
Rajasthan,3017,3848,163,7028,5/25/2020
Sikkim,1,0,0,1,5/25/2020
Tamil Nadu,7842,8324,111,16277,5/25/2020
Telangana,711,1090,53,1854,5/25/2020
Tripura,26,165,0,191,5/25/2020
Uttar Pradesh,2569,3538,161,6268,5/25/2020
Uttarakhand,256,58,3,317,5/25/2020
West Bengal,2056,1339,272,3667,5/25/2020
Andaman and Nicobar Islands,0,33,0,33,5/26/2020
Andhra Pradesh,1158,1896,56,3110,5/26/2020
Arunachal Pradesh,1,1,0,2,5/26/2020
Assam,460,62,4,526,5/26/2020
Bihar,1968,749,13,2730,5/26/2020
Chandigarh,49,186,3,238,5/26/2020
Chhattisgarh,219,72,0,291,5/26/2020
Dadar Nagar Haveli,2,0,0,2,5/26/2020
Delhi,7006,6771,276,14053,5/26/2020
Goa,48,19,0,67,5/26/2020
Gujarat,6936,6636,888,14460,5/26/2020
Haryana,403,765,16,1184,5/26/2020
Himachal Pradesh,151,67,5,223,5/26/2020
Jammu and Kashmir,836,809,23,1668,5/26/2020
Jharkhand,225,148,4,377,5/26/2020
Karnataka,1433,705,44,2182,5/26/2020
Kerala,359,532,5,896,5/26/2020
Ladakh,9,43,0,52,5/26/2020
Madhya Pradesh,2988,3571,300,6859,5/26/2020
Maharashtra,35186,15786,1695,52667,5/26/2020
Manipur,35,4,0,39,5/26/2020
Meghalaya,1,12,1,14,5/26/2020
Mizoram,0,1,0,1,5/26/2020
Nagaland,3,0,0,3,5/26/2020
Odisha,782,649,7,1438,5/26/2020
Puducherry,29,12,0,41,5/26/2020
Punjab,122,1898,40,2060,5/26/2020
Rajasthan,3182,3951,167,7300,5/26/2020
Sikkim,1,0,0,1,5/26/2020
Tamil Nadu,8233,8731,118,17082,5/26/2020
Telangana,700,1164,56,1920,5/26/2020
Tripura,29,165,0,194,5/26/2020
Uttar Pradesh,2786,3581,165,6532,5/26/2020
Uttarakhand,288,58,3,349,5/26/2020
West Bengal,2124,1414,278,3816,5/26/2020
Andaman and Nicobar Islands,0,33,0,33,5/27/2020
Andhra Pradesh,1105,2009,57,3171,5/27/2020
Arunachal Pradesh,1,1,0,2,5/27/2020
Assam,550,62,4,616,5/27/2020
Bihar,2070,900,13,2983,5/27/2020
Chandigarh,75,187,4,266,5/27/2020
Chhattisgarh,282,79,0,361,5/27/2020
Dadar Nagar Haveli,2,0,0,2,5/27/2020
Delhi,6954,7223,288,14465,5/27/2020
Goa,39,28,0,67,5/27/2020
Gujarat,6767,7139,915,14821,5/27/2020
Haryana,464,824,17,1305,5/27/2020
Himachal Pradesh,175,67,5,247,5/27/2020
Jammu and Kashmir,902,833,24,1759,5/27/2020
Jharkhand,247,175,4,426,5/27/2020
Karnataka,1491,748,44,2283,5/27/2020
Kerala,415,542,6,963,5/27/2020
Ladakh,10,43,0,53,5/27/2020
Madhya Pradesh,3030,3689,305,7024,5/27/2020
Maharashtra,36012,16954,1792,54758,5/27/2020
Manipur,35,4,0,39,5/27/2020
Meghalaya,2,12,1,15,5/27/2020
Mizoram,0,1,0,1,5/27/2020
Nagaland,4,0,0,4,5/27/2020
Odisha,777,733,7,1517,5/27/2020
Puducherry,34,12,0,46,5/27/2020
Punjab,148,1918,40,2106,5/27/2020
Rajasthan,3195,4171,170,7536,5/27/2020
Sikkim,1,0,0,1,5/27/2020
Tamil Nadu,8259,9342,127,17728,5/27/2020
Telangana,650,1284,57,1991,5/27/2020
Tripura,42,165,0,207,5/27/2020
Uttar Pradesh,2680,3698,170,6548,5/27/2020
Uttarakhand,333,64,4,401,5/27/2020
West Bengal,2240,1486,283,4009,5/27/2020
Andaman and Nicobar Islands,0,33,0,33,5/28/2020
Andhra Pradesh,1056,2057,58,3171,5/28/2020
Arunachal Pradesh,1,1,0,2,5/28/2020
Assam,690,87,4,781,5/28/2020
Bihar,1963,1083,15,3061,5/28/2020
Chandigarh,88,187,4,279,5/28/2020
Chhattisgarh,286,83,0,369,5/28/2020
Dadar Nagar Haveli,2,0,0,2,5/28/2020
Delhi,7690,7264,303,15257,5/28/2020
Goa,31,37,0,68,5/28/2020
Gujarat,6708,7549,938,15195,5/28/2020
Haryana,525,838,18,1381,5/28/2020
Himachal Pradesh,198,70,5,273,5/28/2020
Jammu and Kashmir,1041,854,26,1921,5/28/2020
Jharkhand,259,185,4,448,5/28/2020
Karnataka,1590,781,47,2418,5/28/2020
Kerala,445,552,7,1004,5/28/2020
Ladakh,10,43,0,53,5/28/2020
Madhya Pradesh,3021,3927,313,7261,5/28/2020
Maharashtra,37133,17918,1897,56948,5/28/2020
Manipur,40,4,0,44,5/28/2020
Meghalaya,7,12,1,20,5/28/2020
Mizoram,0,1,0,1,5/28/2020
Nagaland,4,0,0,4,5/28/2020
Odisha,853,733,7,1593,5/28/2020
Puducherry,34,12,0,46,5/28/2020
Punjab,181,1918,40,2139,5/28/2020
Rajasthan,3073,4457,173,7703,5/28/2020
Sikkim,1,0,0,1,5/28/2020
Tamil Nadu,8503,9909,133,18545,5/28/2020
Telangana,751,1284,63,2098,5/28/2020
Tripura,65,165,0,230,5/28/2020
Uttar Pradesh,2818,3991,182,6991,5/28/2020
Uttarakhand,386,79,4,469,5/28/2020
West Bengal,2325,1578,289,4192,5/28/2020
Andaman and Nicobar Islands,0,33,0,33,5/29/2020
Andhra Pradesh,1067,2125,59,3251,5/29/2020
Arunachal Pradesh,2,1,0,3,5/29/2020
Assam,748,104,4,856,5/29/2020
Bihar,2070,1211,15,3296,5/29/2020
Chandigarh,95,189,4,288,5/29/2020
Chhattisgarh,316,83,0,399,5/29/2020
Dadar Nagar Haveli,2,0,0,2,5/29/2020
Delhi,8470,7495,316,16281,5/29/2020
Goa,31,38,0,69,5/29/2020
Gujarat,6599,8003,960,15562,5/29/2020
Haryana,604,881,19,1504,5/29/2020
Himachal Pradesh,201,70,5,276,5/29/2020
Jammu and Kashmir,1150,859,27,2036,5/29/2020
Jharkhand,253,212,4,469,5/29/2020
Karnataka,1652,834,47,2533,5/29/2020
Kerala,526,555,7,1088,5/29/2020
Ladakh,30,43,0,73,5/29/2020
Madhya Pradesh,3082,4050,321,7453,5/29/2020
Maharashtra,38948,18616,1982,59546,5/29/2020
Manipur,50,5,0,55,5/29/2020
Meghalaya,8,12,1,21,5/29/2020
Mizoram,0,1,0,1,5/29/2020
Nagaland,18,0,0,18,5/29/2020
Odisha,766,887,7,1660,5/29/2020
Puducherry,37,14,0,51,5/29/2020
Punjab,172,1946,40,2158,5/29/2020
Rajasthan,3070,4817,180,8067,5/29/2020
Sikkim,1,0,0,1,5/29/2020
Tamil Nadu,8679,10548,145,19372,5/29/2020
Telangana,844,1345,67,2256,5/29/2020
Tripura,75,167,0,242,5/29/2020
Uttar Pradesh,2758,4215,197,7170,5/29/2020
Uttarakhand,417,79,4,500,5/29/2020
West Bengal,2573,1668,295,4536,5/29/2020
Andaman and Nicobar Islands,0,33,0,33,5/30/2020
Andhra Pradesh,1150,2226,60,3436,5/30/2020
Arunachal Pradesh,2,1,0,3,5/30/2020
Assam,895,125,4,1024,5/30/2020
Bihar,2150,1211,15,3376,5/30/2020
Chandigarh,96,189,4,289,5/30/2020
Chhattisgarh,314,100,1,415,5/30/2020
Dadar Nagar Haveli,2,0,0,2,5/30/2020
Delhi,9142,7846,398,17386,5/30/2020
Goa,28,41,0,69,5/30/2020
Gujarat,6343,8611,980,15934,5/30/2020
Haryana,762,940,19,1721,5/30/2020
Himachal Pradesh,203,87,5,295,5/30/2020
Jammu and Kashmir,1261,875,28,2164,5/30/2020
Jharkhand,290,216,5,511,5/30/2020
Karnataka,1839,894,48,2781,5/30/2020
Kerala,577,565,8,1150,5/30/2020
Ladakh,31,43,0,74,5/30/2020
Madhya Pradesh,3042,4269,334,7645,5/30/2020
Maharashtra,33133,26997,2098,62228,5/30/2020
Manipur,51,8,0,59,5/30/2020
Meghalaya,14,12,1,27,5/30/2020
Mizoram,0,1,0,1,5/30/2020
Nagaland,25,0,0,25,5/30/2020
Odisha,829,887,7,1723,5/30/2020
Puducherry,37,14,0,51,5/30/2020
Punjab,206,1949,42,2197,5/30/2020
Rajasthan,2937,5244,184,8365,5/30/2020
Sikkim,1,0,0,1,5/30/2020
Tamil Nadu,8779,11313,154,20246,5/30/2020
Telangana,973,1381,71,2425,5/30/2020
Tripura,80,171,0,251,5/30/2020
Uttar Pradesh,2842,4244,198,7284,5/30/2020
Uttarakhand,609,102,5,716,5/30/2020
West Bengal,2736,1775,302,4813,5/30/2020
Andaman and Nicobar Islands,0,33,0,33,5/31/2020
Andhra Pradesh,1220,2289,60,3569,5/31/2020
Arunachal Pradesh,3,1,0,4,5/31/2020
Assam,1018,163,4,1185,5/31/2020
Bihar,1998,1618,20,3636,5/31/2020
Chandigarh,96,189,4,289,5/31/2020
Chhattisgarh,344,102,1,447,5/31/2020
Dadar Nagar Haveli,2,0,0,2,5/31/2020
Delhi,10058,8075,416,18549,5/31/2020
Goa,29,41,0,70,5/31/2020
Gujarat,6106,9230,1007,16343,5/31/2020
Haryana,932,971,20,1923,5/31/2020
Himachal Pradesh,197,111,5,313,5/31/2020
Jammu and Kashmir,1405,908,28,2341,5/31/2020
Jharkhand,302,256,5,563,5/31/2020
Karnataka,1877,997,48,2922,5/31/2020
Kerala,624,575,9,1208,5/31/2020
Ladakh,31,43,0,74,5/31/2020
Madhya Pradesh,3104,4444,343,7891,5/31/2020
Maharashtra,34890,28081,2197,65168,5/31/2020
Manipur,54,8,0,62,5/31/2020
Meghalaya,14,12,1,27,5/31/2020
Mizoram,0,1,0,1,5/31/2020
Nagaland,36,0,0,36,5/31/2020
Odisha,762,1050,7,1819,5/31/2020
Puducherry,37,14,0,51,5/31/2020
Punjab,222,1967,44,2233,5/31/2020
Rajasthan,2685,5739,193,8617,5/31/2020
Sikkim,1,0,0,1,5/31/2020
Tamil Nadu,9024,12000,160,21184,5/31/2020
Telangana,1010,1412,77,2499,5/31/2020
Tripura,96,172,0,268,5/31/2020
Uttar Pradesh,2834,4410,201,7445,5/31/2020
Uttarakhand,642,102,5,749,5/31/2020
West Bengal,2851,1970,309,5130,5/31/2020
Andaman and Nicobar Islands,0,33,0,33,6/1/2020
Andhra Pradesh,1268,2349,62,3679,6/1/2020
Arunachal Pradesh,3,1,0,4,6/1/2020
Assam,1083,185,4,1272,6/1/2020
Bihar,2084,1710,21,3815,6/1/2020
Chandigarh,90,199,4,293,6/1/2020
Chhattisgarh,382,115,1,498,6/1/2020
Dadar Nagar Haveli,2,0,0,2,6/1/2020
Delhi,10893,8478,473,19844,6/1/2020
Goa,28,42,0,70,6/1/2020
Gujarat,5822,9919,1038,16779,6/1/2020
Haryana,1023,1048,20,2091,6/1/2020
Himachal Pradesh,206,120,5,331,6/1/2020
Jammu and Kashmir,1491,927,28,2446,6/1/2020
Jharkhand,349,256,5,610,6/1/2020
Karnataka,1952,1218,51,3221,6/1/2020
Kerala,670,590,9,1269,6/1/2020
Ladakh,31,43,0,74,6/1/2020
Madhya Pradesh,2897,4842,350,8089,6/1/2020
Maharashtra,36040,29329,2286,67655,6/1/2020
Manipur,60,11,0,71,6/1/2020
Meghalaya,14,12,1,27,6/1/2020
Mizoram,0,1,0,1,6/1/2020
Nagaland,43,0,0,43,6/1/2020
Odisha,815,1126,7,1948,6/1/2020
Puducherry,45,25,0,70,6/1/2020
Punjab,231,1987,45,2263,6/1/2020
Rajasthan,2710,5927,194,8831,6/1/2020
Sikkim,1,0,0,1,6/1/2020
Tamil Nadu,9403,12757,173,22333,6/1/2020
Telangana,1188,1428,82,2698,6/1/2020
Tripura,140,173,0,313,6/1/2020
Uttar Pradesh,2901,4709,213,7823,6/1/2020
Uttarakhand,800,102,5,907,6/1/2020
West Bengal,3027,2157,317,5501,6/1/2020
Andaman and Nicobar Islands,0,33,0,33,6/2/2020
Andhra Pradesh,1341,2378,64,3783,6/2/2020
Arunachal Pradesh,21,1,0,22,6/2/2020
Assam,1109,277,4,1390,6/2/2020
Bihar,2002,1900,24,3926,6/2/2020
Chandigarh,91,199,4,294,6/2/2020
Chhattisgarh,424,122,1,547,6/2/2020
Dadar Nagar Haveli,2,1,0,3,6/2/2020
Delhi,11565,8746,523,20834,6/2/2020
Goa,29,42,0,71,6/2/2020
Gujarat,5357,10780,1063,17200,6/2/2020
Haryana,1280,1055,21,2356,6/2/2020
Himachal Pradesh,213,122,5,340,6/2/2020
Jammu and Kashmir,1624,946,31,2601,6/2/2020
Jharkhand,358,296,5,659,6/2/2020
Karnataka,2028,1328,52,3408,6/2/2020
Kerala,708,608,10,1326,6/2/2020
Ladakh,34,43,0,77,6/2/2020
Madhya Pradesh,2922,5003,358,8283,6/2/2020
Maharashtra,37543,30108,2362,70013,6/2/2020
Manipur,72,11,0,83,6/2/2020
Meghalaya,14,12,1,27,6/2/2020
Mizoram,0,1,0,1,6/2/2020
Nagaland,43,0,0,43,6/2/2020
Odisha,852,1245,7,2104,6/2/2020
Puducherry,49,25,0,74,6/2/2020
Punjab,256,2000,45,2301,6/2/2020
Rajasthan,2742,6040,198,8980,6/2/2020
Sikkim,1,0,0,1,6/2/2020
Tamil Nadu,10141,13170,184,23495,6/2/2020
Telangana,1213,1491,88,2792,6/2/2020
Tripura,247,173,0,420,6/2/2020
Uttar Pradesh,3015,4843,217,8075,6/2/2020
Uttarakhand,730,222,6,958,6/2/2020
West Bengal,3141,2306,325,5772,6/2/2020
Andaman and Nicobar Islands,0,33,0,33,6/3/2020
Andhra Pradesh,1413,2421,64,3898,6/3/2020
Arunachal Pradesh,21,1,0,22,6/3/2020
Assam,1185,324,4,1513,6/3/2020
Bihar,2185,1946,24,4155,6/3/2020
Chandigarh,82,214,5,301,6/3/2020
Chhattisgarh,433,130,1,564,6/3/2020
Dadar Nagar Haveli,3,1,0,4,6/3/2020
Delhi,12333,9243,556,22132,6/3/2020
Goa,22,57,0,79,6/3/2020
Gujarat,4631,11894,1092,17617,6/3/2020
Haryana,1560,1069,23,2652,6/3/2020
Himachal Pradesh,200,140,5,345,6/3/2020
Jammu and Kashmir,1732,953,33,2718,6/3/2020
Jharkhand,387,320,5,712,6/3/2020
Karnataka,2341,1403,52,3796,6/3/2020
Kerala,774,627,11,1412,6/3/2020
Ladakh,33,47,1,81,6/3/2020
Madhya Pradesh,2835,5221,364,8420,6/3/2020
Maharashtra,38502,31333,2465,72300,6/3/2020
Manipur,75,14,0,89,6/3/2020
Meghalaya,14,12,1,27,6/3/2020
Mizoram,12,1,0,13,6/3/2020
Nagaland,49,0,0,49,6/3/2020
Odisha,913,1325,7,2245,6/3/2020
Puducherry,57,25,0,82,6/3/2020
Punjab,279,2017,46,2342,6/3/2020
Rajasthan,2735,6435,203,9373,6/3/2020
Sikkim,1,0,0,1,6/3/2020
Tamil Nadu,10683,13706,197,24586,6/3/2020
Telangana,1273,1526,92,2891,6/3/2020
Tripura,295,173,0,468,6/3/2020
Uttar Pradesh,3109,5030,222,8361,6/3/2020
Uttarakhand,784,252,7,1043,6/3/2020
West Bengal,3423,2410,335,6168,6/3/2020
Andaman and Nicobar Islands,0,33,0,33,6/4/2020
Andhra Pradesh,1546,2466,68,4080,6/4/2020
Arunachal Pradesh,37,1,0,38,6/4/2020
Assam,1255,413,4,1672,6/4/2020
Bihar,2288,2077,25,4390,6/4/2020
Chandigarh,82,214,5,301,6/4/2020
Chhattisgarh,478,188,2,668,6/4/2020
Dadar Nagar Haveli,7,1,0,8,6/4/2020
Delhi,13497,9542,606,23645,6/4/2020
Goa,22,57,0,79,6/4/2020
Gujarat,4766,12212,1122,18100,6/4/2020
Haryana,1842,1089,23,2954,6/4/2020
Himachal Pradesh,204,150,5,359,6/4/2020
Jammu and Kashmir,1816,1007,34,2857,6/4/2020
Jharkhand,426,321,5,752,6/4/2020
Karnataka,2496,1514,53,4063,6/4/2020
Kerala,832,651,11,1494,6/4/2020
Ladakh,41,48,1,90,6/4/2020
Madhya Pradesh,2772,5445,371,8588,6/4/2020
Maharashtra,39944,32329,2587,74860,6/4/2020
Manipur,80,38,0,118,6/4/2020
Meghalaya,19,13,1,33,6/4/2020
Mizoram,13,1,0,14,6/4/2020
Nagaland,58,0,0,58,6/4/2020
Odisha,965,1416,7,2388,6/4/2020
Puducherry,57,25,0,82,6/4/2020
Punjab,300,2029,47,2376,6/4/2020
Rajasthan,2699,6744,209,9652,6/4/2020
Sikkim,2,0,0,2,6/4/2020
Tamil Nadu,11348,14316,208,25872,6/4/2020
Telangana,1365,1556,99,3020,6/4/2020
Tripura,295,173,0,468,6/4/2020
Uttar Pradesh,3324,5176,229,8729,6/4/2020
Uttarakhand,795,282,8,1085,6/4/2020
West Bengal,3583,2580,345,6508,6/4/2020
Andaman and Nicobar Islands,0,33,0,33,6/5/2020
Andhra Pradesh,1613,2539,71,4223,6/5/2020
Arunachal Pradesh,41,1,0,42,6/5/2020
Assam,1542,442,4,1988,6/5/2020
Bihar,2254,2210,29,4493,6/5/2020
Chandigarh,82,214,5,301,6/5/2020
Chhattisgarh,541,213,2,756,6/5/2020
Dadar Nagar Haveli,11,1,0,12,6/5/2020
Delhi,14456,9898,650,25004,6/5/2020
Goa,109,57,0,166,6/5/2020
Gujarat,4762,12667,1155,18584,6/5/2020
Haryana,1123,2134,24,3281,6/5/2020
Himachal Pradesh,199,179,5,383,6/5/2020
Jammu and Kashmir,2059,1048,35,3142,6/5/2020
Jharkhand,433,354,6,793,6/5/2020
Karnataka,2653,1610,57,4320,6/5/2020
Kerala,884,690,14,1588,6/5/2020
Ladakh,41,48,1,90,6/5/2020
Madhya Pradesh,2748,5637,377,8762,6/5/2020
Maharashtra,41402,33681,2710,77793,6/5/2020
Manipur,86,38,0,124,6/5/2020
Meghalaya,19,13,1,33,6/5/2020
Mizoram,16,1,0,17,6/5/2020
Nagaland,80,0,0,80,6/5/2020
Odisha,1055,1416,7,2478,6/5/2020
Puducherry,57,25,0,82,6/5/2020
Punjab,325,2043,47,2415,6/5/2020
Rajasthan,2545,7104,213,9862,6/5/2020
Sikkim,2,0,0,2,6/5/2020
Tamil Nadu,12134,14902,220,27256,6/5/2020
Telangana,1455,1587,105,3147,6/5/2020
Tripura,471,173,0,644,6/5/2020
Uttar Pradesh,3553,5439,245,9237,6/5/2020
Uttarakhand,846,297,10,1153,6/5/2020
West Bengal,3753,2768,355,6876,6/5/2020
Andaman and Nicobar Islands,0,33,0,33,6/6/2020
Andhra Pradesh,1654,2576,73,4303,6/6/2020
Arunachal Pradesh,44,1,0,45,6/6/2020
Assam,1651,498,4,2153,6/6/2020
Bihar,2342,2225,29,4596,6/6/2020
Chandigarh,77,222,5,304,6/6/2020
Chhattisgarh,633,244,2,879,6/6/2020
Dadar Nagar Haveli,13,1,0,14,6/6/2020
Delhi,15311,10315,708,26334,6/6/2020
Goa,131,65,0,196,6/6/2020
Gujarat,4901,13003,1190,19094,6/6/2020
Haryana,1439,2134,24,3597,6/6/2020
Himachal Pradesh,199,189,5,393,6/6/2020
Jammu and Kashmir,2202,1086,36,3324,6/6/2020
Jharkhand,464,410,7,881,6/6/2020
Karnataka,3090,1688,57,4835,6/6/2020
Kerala,973,712,14,1699,6/6/2020
Ladakh,48,48,1,97,6/6/2020
Madhya Pradesh,2734,5878,384,8996,6/6/2020
Maharashtra,42224,35156,2849,80229,6/6/2020
Manipur,91,41,0,132,6/6/2020
Meghalaya,19,13,1,33,6/6/2020
Mizoram,21,1,0,22,6/6/2020
Nagaland,94,0,0,94,6/6/2020
Odisha,996,1604,8,2608,6/6/2020
Puducherry,63,36,0,99,6/6/2020
Punjab,344,2069,48,2461,6/6/2020
Rajasthan,2507,7359,218,10084,6/6/2020
Sikkim,3,0,0,3,6/6/2020
Tamil Nadu,12700,15762,232,28694,6/6/2020
Telangana,1550,1627,113,3290,6/6/2020
Tripura,519,173,0,692,6/6/2020
Uttar Pradesh,3828,5648,257,9733,6/6/2020
Uttarakhand,860,344,11,1215,6/6/2020
West Bengal,4025,2912,366,7303,6/6/2020
Andaman and Nicobar Islands,0,33,0,33,6/7/2020
Andhra Pradesh,1817,2620,73,4510,6/7/2020
Arunachal Pradesh,46,1,0,47,6/7/2020
Assam,1846,547,4,2397,6/7/2020
Bihar,2460,2425,30,4915,6/7/2020
Chandigarh,31,273,5,309,6/7/2020
Chhattisgarh,653,266,4,923,6/7/2020
Dadar Nagar Haveli,18,1,0,19,6/7/2020
Delhi,16229,10664,761,27654,6/7/2020
Goa,202,65,0,267,6/7/2020
Gujarat,5057,13316,1219,19592,6/7/2020
Haryana,1794,2134,24,3952,6/7/2020
Himachal Pradesh,201,194,5,400,6/7/2020
Jammu and Kashmir,2302,1126,39,3467,6/7/2020
Jharkhand,520,473,7,1000,6/7/2020
Karnataka,3186,1968,59,5213,6/7/2020
Kerala,1030,762,15,1807,6/7/2020
Ladakh,50,48,1,99,6/7/2020
Madhya Pradesh,2721,6108,399,9228,6/7/2020
Maharashtra,42609,37390,2969,82968,6/7/2020
Manipur,105,52,0,157,6/7/2020
Meghalaya,19,13,1,33,6/7/2020
Mizoram,23,1,0,24,6/7/2020
Nagaland,107,0,0,107,6/7/2020
Odisha,1057,1716,8,2781,6/7/2020
Puducherry,63,36,0,99,6/7/2020
Punjab,373,2092,50,2515,6/7/2020
Rajasthan,2599,7501,231,10331,6/7/2020
Sikkim,7,0,0,7,6/7/2020
Tamil Nadu,13506,16395,251,30152,6/7/2020
Telangana,1663,1710,123,3496,6/7/2020
Tripura,574,173,0,747,6/7/2020
Uttar Pradesh,3828,5648,257,9733,6/7/2020
Uttarakhand,869,423,11,1303,6/7/2020
West Bengal,4236,3119,383,7738,6/7/2020
Andaman and Nicobar Islands,0,33,0,33,6/8/2020
Andhra Pradesh,1951,2682,75,4708,6/8/2020
Arunachal Pradesh,50,1,0,51,6/8/2020
Assam,1946,615,4,2565,6/8/2020
Bihar,2578,2480,30,5088,6/8/2020
Chandigarh,36,273,5,314,6/8/2020
Chhattisgarh,786,283,4,1073,6/8/2020
Dadar Nagar Haveli,18,2,0,20,6/8/2020
Delhi,17125,10999,812,28936,6/8/2020
Goa,235,65,0,300,6/8/2020
Gujarat,5186,13635,1249,20070,6/8/2020
Haryana,2286,2134,28,4448,6/8/2020
Himachal Pradesh,184,224,5,413,6/8/2020
Jammu and Kashmir,2830,1216,41,4087,6/8/2020
Jharkhand,602,490,7,1099,6/8/2020
Karnataka,3259,2132,61,5452,6/8/2020
Kerala,1096,803,15,1914,6/8/2020
Ladakh,52,50,1,103,6/8/2020
Madhya Pradesh,2658,6331,412,9401,6/8/2020
Maharashtra,43601,39314,3060,85975,6/8/2020
Manipur,120,52,0,172,6/8/2020
Meghalaya,22,13,1,36,6/8/2020
Mizoram,33,1,0,34,6/8/2020
Nagaland,110,8,0,118,6/8/2020
Odisha,953,1894,9,2856,6/8/2020
Puducherry,63,36,0,99,6/8/2020
Punjab,451,2106,51,2608,6/8/2020
Rajasthan,2718,7641,240,10599,6/8/2020
Sikkim,7,0,0,7,6/8/2020
Tamil Nadu,14399,16999,269,31667,6/8/2020
Telangana,1803,1710,137,3650,6/8/2020
Tripura,608,192,0,800,6/8/2020
Uttar Pradesh,4076,6185,275,10536,6/8/2020
Uttarakhand,814,528,13,1355,6/8/2020
West Bengal,4488,3303,396,8187,6/8/2020
Andaman and Nicobar Islands,0,33,0,33,6/9/2020
Andhra Pradesh,2031,2745,75,4851,6/9/2020
Arunachal Pradesh,50,1,0,51,6/9/2020
Assam,2107,665,4,2776,6/9/2020
Bihar,2672,2499,31,5202,6/9/2020
Chandigarh,39,273,5,317,6/9/2020
Chhattisgarh,848,308,4,1160,6/9/2020
Dadar Nagar Haveli,20,2,0,22,6/9/2020
Delhi,17712,11357,874,29943,6/9/2020
Goa,263,67,0,330,6/9/2020
Gujarat,5309,13956,1280,20545,6/9/2020
Haryana,2681,2134,39,4854,6/9/2020
Himachal Pradesh,189,227,5,421,6/9/2020
Jammu and Kashmir,2916,1324,45,4285,6/9/2020
Jharkhand,730,519,7,1256,6/9/2020
Karnataka,3177,2519,64,5760,6/9/2020
Kerala,1175,814,16,2005,6/9/2020
Ladakh,50,52,1,103,6/9/2020
Madhya Pradesh,2688,6536,414,9638,6/9/2020
Maharashtra,44384,40975,3169,88528,6/9/2020
Manipur,214,58,0,272,6/9/2020
Meghalaya,22,13,1,36,6/9/2020
Mizoram,41,1,0,42,6/9/2020
Nagaland,115,8,0,123,6/9/2020
Odisha,992,1993,9,2994,6/9/2020
Puducherry,75,52,0,127,6/9/2020
Punjab,482,2128,53,2663,6/9/2020
Rajasthan,2513,8004,246,10763,6/9/2020
Sikkim,7,0,0,7,6/9/2020
Tamil Nadu,15416,17527,286,33229,6/9/2020
Telangana,1791,1809,142,3742,6/9/2020
Tripura,646,192,0,838,6/9/2020
Uttar Pradesh,4320,6344,283,10947,6/9/2020
Uttarakhand,684,714,13,1411,6/9/2020
West Bengal,4743,3465,405,8613,6/9/2020
Andaman and Nicobar Islands,0,33,0,33,6/10/2020
Andhra Pradesh,2191,2802,77,5070,6/10/2020
Arunachal Pradesh,56,1,0,57,6/10/2020
Assam,1848,1085,4,2937,6/10/2020
Bihar,2563,2864,32,5459,6/10/2020
Chandigarh,32,286,5,323,6/10/2020
Chhattisgarh,848,386,6,1240,6/10/2020
Dadar Nagar Haveli,20,2,0,22,6/10/2020
Delhi,18543,11861,905,31309,6/10/2020
Goa,292,67,0,359,6/10/2020
Gujarat,5336,14365,1313,21014,6/10/2020
Haryana,3030,2134,45,5209,6/10/2020
Himachal Pradesh,191,249,5,445,6/10/2020
Jammu and Kashmir,2792,1506,48,4346,6/10/2020
Jharkhand,844,559,8,1411,6/10/2020
Karnataka,3251,2604,66,5921,6/10/2020
Kerala,1232,848,16,2096,6/10/2020
Ladakh,55,52,1,108,6/10/2020
Madhya Pradesh,2700,6729,420,9849,6/10/2020
Maharashtra,44860,42638,3289,90787,6/10/2020
Manipur,243,61,0,304,6/10/2020
Meghalaya,29,13,1,43,6/10/2020
Mizoram,87,1,0,88,6/10/2020
Nagaland,117,10,0,127,6/10/2020
Odisha,998,2133,9,3140,6/10/2020
Puducherry,75,52,0,127,6/10/2020
